	lncRNA
14937	CTD-2561B21.4
14938	CTD-2561B21.3
14939	CTD-2561B21.5
14940	CTD-2561B21.7
14941	CTD-2561B21.8
14942	CTD-2561B21.11
14943	CTD-2561B21.10
14944	BAIAP2-DT
14945	RP11-149I9.2
14946	RP11-455O6.2
14947	AC027601.1
14948	RP11-455O6.8
14949	RP11-455O6.5
14950	LINC00482
14951	TMEM105
14952	RENO1
14953	RP11-1055B8.2
14954	RP11-1055B8.3
14955	RP11-1055B8.10
14956	RP11-1055B8.4
14957	RP11-1055B8.1
14958	RP11-1055B8.8
14959	LINC01971
14960	RP13-766D20.2
14961	RP13-1032I1.11
14962	RP13-1032I1.7
14963	RP11-498C9.2
14964	RP11-498C9.4
14965	RP11-498C9.3
14966	RP11-498C9.15
14967	RP11-498C9.16
14968	RP11-498C9.12
14969	MAFG-DT
14970	RP11-498C9.13
14971	AC137723.5
14972	RP11-498C9.17
14973	RP11-1182P23.5
14974	DCXR-DT
14975	RP11-1376P16.2
14976	RP11-1376P16.1
14977	RP13-516M14.2
14978	RP13-516M14.10
14979	RP13-516M14.8
14980	RP13-516M14.11
14981	LINC01970
14982	RP13-516M14.1
14983	RP13-20L14.2
14984	RP13-20L14.1
14985	RP13-20L14.4
14986	HEXD-IT1
14987	RP13-20L14.11
14988	NARF-AS2
14989	RP13-20L14.10
14990	NARF-AS1
14991	NARF-IT1
14992	RP13-638C3.2
14993	RP13-638C3.3
14994	RP13-638C3.4
14995	RP13-638C3.5
14996	RP11-388C12.1
14997	RP11-388C12.5
14998	RP11-388C12.8
14999	RP11-567O16.1
15000	RP11-497H17.1
15001	RP11-1197K16.2
15002	AC144831.3
15003	AC144831.1
15004	AC139099.7
15005	AC139099.4
15006	AC139099.5
15007	LINC02564
15008	AP005530.2
15009	RP11-683L23.7
15010	THOC1-DT
15011	RP11-720L2.4
15012	RP11-720L2.2
15013	LINC01925
15014	RP11-806L2.4
15015	TYMSOS
15016	RP11-806L2.2
15017	RP11-806L2.5
15018	RP11-806L2.6
15019	RP11-769O8.1
15020	RP11-769O8.2
15021	RP11-769O8.3
15022	RP11-672L10.6
15023	RP11-672L10.3
15024	RP11-672L10.2
15025	LINC01904
15026	RP11-689C9.1
15027	RP11-78F17.1
15028	LINC00470
15029	RP11-476K15.1
15030	CTD-2015H3.2
15031	CTD-2015H3.1
15032	RP11-161I6.2
15033	RP11-715F3.4
15034	RP11-715F3.2
15035	RP11-703M24.5
15036	RP11-737O24.5
15037	RP11-737O24.2
15038	RP11-737O24.1
15039	RP13-270P17.2
15040	RP13-270P17.3
15041	MYL12-AS1
15042	RP11-838N2.5
15043	LINC01895
15044	GAPLINC
15045	DLGAP1-AS1
15046	DLGAP1-AS2
15047	RP11-874J12.4
15048	RP11-874J12.3
15049	DLGAP1-AS3
15050	DLGAP1-AS4
15051	DLGAP1-AS5
15052	RP11-172F10.1
15053	LINC01892
15054	RP11-190I17.2
15055	RP11-835E18.6
15056	RP11-835E18.5
15057	LINC00526
15058	LINC00667
15059	CTD-3096M3.1
15060	CTD-3096M3.2
15061	RP11-286N3.1
15062	RP11-286N3.2
15063	MIR3976HG
15064	RP11-945C19.4
15065	RP11-793A3.2
15066	RP11-793A3.1
15067	L3MBTL4-AS1
15068	RP11-637N19.1
15069	CTD-2124B20.2
15070	LINC01387
15071	CTD-2124B20.3
15072	RP11-91I8.1
15073	RP11-91I8.2
15074	ARHGAP28-AS1
15075	RP11-146G7.5
15076	RP11-146G7.2
15077	LINC00668
15078	RP11-781P6.1
15079	RP11-76K13.3
15080	RP11-802O4.1
15081	RP11-678G15.2
15082	RP11-678G15.1
15083	RP11-931H21.1
15084	RP11-376P6.4
15085	RP11-376P6.3
15086	RP11-789C17.3
15087	RP11-789C17.1
15088	RP11-789C17.5
15089	RP11-661O13.1
15090	GACAT2
15091	RP11-674N23.4
15092	RP11-772F18.1
15093	RP11-143J12.4
15094	RP11-21J18.1
15095	RP11-143J12.3
15096	NDUFV2-AS1
15097	RP11-888D10.4
15098	TWSG1-DT
15099	RP11-888D10.5
15100	RP11-61L19.2
15101	RP11-61L19.1
15102	RP11-881L2.1
15103	PPP4R1-AS1
15104	LINC02856
15105	RP11-474N24.7
15106	RP11-474N24.6
15107	RP11-419J16.1
15108	RP11-138E9.3
15109	RP11-138E9.2
15110	RP11-243E13.2
15111	RP11-243E13.3
15112	LINC01254
15113	RP11-243E13.4
15114	RP11-883A18.3
15115	LINC01887
15116	RP11-856M7.4
15117	RP11-856M7.1
15118	RP11-856M7.2
15119	RP11-513M1.1
15120	RP11-128P17.2
15121	RP11-128P17.4
15122	RP11-128P17.3
15123	LINC01928
15124	LINC01255
15125	RP11-677O4.6
15126	RP11-677O4.2
15127	RP11-677O4.8
15128	RP11-78A19.2
15129	CHMP1B-AS1
15130	RP11-78A19.4
15131	RP11-820I16.4
15132	RP11-820I16.1
15133	RP11-820I16.3
15134	RP11-703I16.1
15135	RP11-815J4.1
15136	RP11-64C12.5
15137	RP11-64C12.4
15138	RP11-64C12.6
15139	RP11-64C12.1
15140	RP11-64C12.8
15141	RP11-861E21.1
15142	RP11-861E21.2
15143	RP11-973H7.3
15144	RP11-973H7.5
15145	LINC01882
15146	CEP192-DT
15147	RP11-794M8.2
15148	RP11-794M8.1
15149	RP11-756J15.3
15150	C18orf15
15151	RP11-756J15.4
15152	RP11-756J15.2
15153	RP11-691H4.3
15154	LDLRAD4-AS1
15155	RP11-691H4.4
15156	RP11-53B2.1
15157	RP11-53B2.5
15158	RP11-53B2.3
15159	RP11-53B2.4
15160	RP11-701H16.4
15161	RP11-720L3.1
15162	RP11-411B10.7
15163	RP11-411B10.2
15164	RP11-411B10.3
15165	RP11-681B3.4
15166	RP11-757O6.8
15167	RP11-1157N2__B.2
15168	LINC01906
15169	RP11-527H14.4
15170	LINC01443
15171	LINC01444
15172	RP11-527H14.1
15173	RP11-805F19.3
15174	RP11-805F19.5
15175	RP11-805F19.2
15176	RP11-805F19.6
15177	RP11-805F19.1
15178	RP11-454P7.4
15179	RP11-454P7.5
15180	GREB1L-DT
15181	RP11-296E23.2
15182	RP11-296E23.1
15183	RP11-13N13.5
15184	RP11-13N13.6
15185	MIR133A1HG
15186	RP11-268I9.3
15187	LINC01900
15188	RP11-595B24.2
15189	GATA6-AS1
15190	RP11-627G18.2
15191	RP11-627G18.1
15192	RP11-627G18.4
15193	RP11-535A5.1
15194	RP11-739L10.1
15195	RP11-370A5.1
15196	RP11-370A5.2
15197	RP11-17J14.2
15198	RP11-403A21.1
15199	TTC39C-AS1
15200	RP11-403A21.3
15201	RP11-799B12.2
15202	RP11-799B12.1
15203	RP11-799B12.4
15204	RP11-621L6.2
15205	RP11-621L6.3
15206	RP11-178F10.1
15207	RP11-178F10.2
15208	RP11-178F10.5
15209	RP11-178F10.3
15210	LINC01915
15211	RP11-449D8.5
15212	LINC01894
15213	RP11-958F21.3
15214	CTD-2576N18.2
15215	CTD-2576N18.1
15216	CTD-2006O16.2
15217	RP11-25D3.1
15218	LINC01543
15219	RP11-9E17.1
15220	RP11-349H17.2
15221	AQP4-AS1
15222	RP11-17A19.2
15223	PCAT18
15224	RP11-552O4.1
15225	LINC01908
15226	RP11-739N10.1
15227	RP11-26N15.2
15228	RP11-612A1.1
15229	RP11-612A1.4
15230	RP11-731I21.1
15231	AC015933.2
15232	RP11-430E17.1
15233	RP11-510D21.1
15234	CTD-2515C13.2
15235	RP11-784B15.1
15236	RP11-784B15.2
15237	CTD-2338I4.1
15238	RP11-675P14.1
15239	RP11-675P14.2
15240	RP11-25I11.1
15241	DSCAS
15242	RP11-408H20.3
15243	DSG1-AS1
15244	RP11-650P15.1
15245	DSG2-AS1
15246	RP11-549B18.1
15247	RP11-210K20.2
15248	RP11-210K20.5
15249	RP11-326K13.4
15250	RP11-326K13.3
15251	RP11-53I6.2
15252	RP11-326K13.5
15253	RP11-53I6.3
15254	RP11-53I6.4
15255	RP11-344B2.3
15256	RP11-344B2.2
15257	RP11-57G22.3
15258	RP11-413I9.2
15259	RP11-386P4.1
15260	AC012123.1
15261	RP11-746B8.1
15262	RP11-680N20.1
15263	ASXL3-DT
15264	RP11-379L18.2
15265	RP11-379L18.1
15266	RP11-379L18.3
15267	RP11-138H11.1
15268	RP11-96A15.1
15269	RP11-294N21.2
15270	RP11-294N21.3
15271	RP11-158H5.2
15272	RP11-158H5.8
15273	RP11-158H5.7
15274	RP11-54G14.1
15275	RP11-322E11.2
15276	RP11-322E11.5
15277	RP11-322E11.3
15278	RP11-712P20.2
15279	RP11-873E20.1
15280	RP11-905K4.1
15281	RP11-723J4.3
15282	COSMOC
15283	RP11-49I11.4
15284	RP11-645I23.1
15285	RP11-58G13.1
15286	RP11-95O2.1
15287	RP11-95O2.5
15288	RP11-797E24.3
15289	RP11-797E24.1
15290	RP11-1147P1.1
15291	RP11-19F9.2
15292	RP11-60G10.1
15293	RP11-687D19.1
15294	MIR924HG
15295	RP11-1I2.1
15296	RP11-25C13.1
15297	LINC01901
15298	LINC01902
15299	RP11-5A1.1
15300	LINC01477
15301	RP11-10C23.1
15302	RP11-142I20.2
15303	KC6
15304	RP11-687E1.2
15305	RP11-687E1.3
15306	LINC00907
15307	RP11-1119E12.1
15308	RP11-761D8.1
15309	RP11-789C7.1
15310	CTC-782O7.3
15311	LINC01478
15312	SETBP1-DT
15313	RP11-9H20.2
15314	RP11-693M3.1
15315	RP11-846C15.2
15316	SLC14A2-AS1
15317	RP11-749H17.1
15318	RP11-309E23.3
15319	RP11-749H17.2
15320	RP11-749H17.3
15321	RP11-116O18.4
15322	RP11-116O18.1
15323	RP11-116O18.3
15324	RP11-63I8.1
15325	RP11-418K9.3
15326	ST8SIA5-DT
15327	RP11-687F6.5
15328	RP11-776B3.1
15329	RP11-49K24.3
15330	RP11-49K24.4
15331	RP11-49K24.8
15332	RP11-701C7.1
15333	MIR4527HG
15334	RP11-157P23.1
15335	RP11-157P23.2
15336	RP11-380M21.1
15337	RP11-380M21.4
15338	RP11-380M21.3
15339	RP11-246E12.2
15340	RP11-246E12.4
15341	C18orf12
15342	RP11-426J5.3
15343	RP11-426J5.1
15344	RP11-426J5.2
15345	RP11-46D1.2
15346	RP11-484L8.1
15347	RP11-1058N17.1
15348	RP11-15F12.6
15349	RP11-15F12.1
15350	RP11-15F12.3
15351	RP11-30L3.2
15352	RP11-110H1.9
15353	RP11-110H1.10
15354	RP11-110H1.4
15355	MIR1539
15356	LINC02837
15357	RP11-813F20.2
15358	SNHG22
15359	RP11-813F20.4
15360	RP11-699C17.1
15361	RP11-1030E3.1
15362	RP11-10I6.3
15363	LINC01630
15364	RP11-25O3.3
15365	RP11-25O3.2
15366	RP11-25O3.1
15367	RP11-7K9.2
15368	LINC01917
15369	LINC01919
15370	RP11-850A17.1
15371	RP11-99A1.2
15372	RP11-839G9.1
15373	LINC01929
15374	TCF4-AS1
15375	TCF4-AS2
15376	RP11-397A16.1
15377	LINC01415
15378	RP11-397A16.3
15379	RP11-214L13.2
15380	LINC01416
15381	CTD-2008L17.1
15382	CTD-2008L17.2
15383	CTD-2008L17.3
15384	LINC01905
15385	RP11-456O19.5
15386	LINC01539
15387	RP11-456O19.3
15388	RP11-383D22.1
15389	WDR7-OT1
15390	RP11-383D22.3
15391	LINC-ROR
15392	CTD-2526M8.3
15393	LINC02565
15394	RP11-714M23.2
15395	RP11-706P11.2
15396	RP11-35G9.3
15397	RP11-35G9.5
15398	LINC01897
15399	RP11-718I15.1
15400	RP11-845C23.2
15401	RP11-845C23.3
15402	RP11-1151B14.2
15403	MIR122HG
15404	RP11-1151B14.1
15405	RP11-1151B14.5
15406	RP11-1151B14.4
15407	RP11-126O1.2
15408	RP11-126O1.6
15409	MALT1-AS1
15410	RP11-126O1.4
15411	RP11-108P20.3
15412	RP11-108P20.2
15413	LINC01926
15414	RP11-685A21.1
15415	RP11-27G24.1
15416	RP11-27G24.3
15417	RP11-760L24.1
15418	RP11-2N1.1
15419	RP11-2N1.2
15420	RP11-2N1.3
15421	RP11-866E20.3
15422	RP11-795H16.3
15423	RP11-396N11.1
15424	RP11-325K19.7
15425	RP11-325K19.1
15426	RP11-879F14.3
15427	RP11-879F14.2
15428	RP11-879F14.1
15429	RP11-1096D5.2
15430	LINC01544
15431	RP11-173A16.2
15432	RP11-173A16.1
15433	RP11-640A1.3
15434	RP11-120K19.4
15435	RP11-120K19.3
15436	RP11-299P2.1
15437	RP11-299P2.2
15438	KDSR-DT
15439	RP11-635N19.3
15440	RP11-793J2.1
15441	LINC01924
15442	LINC00305
15443	LINC01538
15444	RP11-10E14.1
15445	AC007948.1
15446	AC007631.1
15447	LINC01916
15448	RP11-775G23.1
15449	RP11-389J22.1
15450	RP11-389J22.3
15451	CTD-2541J13.1
15452	CTD-2541J13.2
15453	DSEL-AS1
15454	RP11-28O3.2
15455	LINC01903
15456	RP11-659F24.1
15457	RP11-526H11.1
15458	RP11-421N8.3
15459	LINC01912
15460	RP11-128D14.1
15461	RP11-734B5.2
15462	RP11-106E15.1
15463	RP11-861L17.3
15464	RP11-861L17.4
15465	RP11-674P19.2
15466	RP11-674P19.3
15467	RP11-17E3.1
15468	RP11-465I4.2
15469	RP11-543H23.1
15470	RP11-543H23.2
15471	RP11-704G7.1
15472	LINC01909
15473	LIVAR
15474	LINC01910
15475	RP11-644A7.2
15476	RP11-644A7.3
15477	GTSCR1
15478	RP11-384E22.1
15479	RP11-47G4.3
15480	RP11-47G4.2
15481	LINC01541
15482	LINC01899
15483	RP11-723G8.1
15484	RP11-736G13.1
15485	RP11-713C5.1
15486	NETO1-DT
15487	LINC02864
15488	LINC02582
15489	RP11-126K15.1
15490	RP11-25L3.3
15491	RP11-25L3.1
15492	RP11-625N15.1
15493	RP11-669I1.1
15494	RP11-669I1.2
15495	LINC01922
15496	RP11-231E4.6
15497	RP11-231E4.5
15498	RP11-231E4.3
15499	ZNF407-AS1
15500	RP11-405M12.3
15501	RP11-405M12.4
15502	RP11-405M12.2
15503	RP11-405M12.5
15504	RP11-321M21.4
15505	RP11-321M21.3
15506	RP11-321M21.1
15507	RP11-396D4.2
15508	RP11-396D4.1
15509	RP11-59J7.1
15510	RP11-704C2.2
15511	LINC01898
15512	RP11-173L6.1
15513	RP11-357H3.1
15514	RP11-1O2.1
15515	RP11-94B19.6
15516	LINC01893
15517	RP11-94B19.5
15518	RP11-94B19.2
15519	RP11-94B19.7
15520	RP11-94B19.3
15521	RP11-94B19.4
15522	RP11-504I13.3
15523	RP11-504I13.2
15524	ZNF516-AS1
15525	ZNF516-DT
15526	LINC00683
15527	RP11-111H3.4
15528	LINC01927
15529	LINC01879
15530	ZNF236-DT
15531	RP11-162A12.4
15532	RP11-862L9.3
15533	RP11-862L9.2
15534	RP11-862L9.4
15535	RP11-4B16.3
15536	RP11-4B16.1
15537	RP11-4B16.4
15538	RP11-751H17.1
15539	RP11-176N18.2
15540	RP11-63N3.1
15541	RP11-63N3.3
15542	LINC01029
15543	RP11-671C19.2
15544	RP11-100K18.1
15545	RP11-451L19.1
15546	RP11-123I22.1
15547	RP11-715C4.1
15548	CTD-2382H12.2
15549	CTD-2382H12.1
15550	CTD-2382H12.3
15551	LINC01896
15552	RP11-849I19.2
15553	CTD-2286N8.2
15554	CTD-2286N8.1
15555	CTD-2286N8.3
15556	RP11-1136J12.1
15557	RP11-800A18.4
15558	RP11-800A18.3
15559	RP11-196B3.1
15560	RP11-196B3.5
15561	RP11-196B3.3
15562	RP11-196B3.2
15563	RP11-196B3.4
15564	RP11-196B3.6
15565	RP11-567M16.1
15566	RP11-567M16.2
15567	RP11-567M16.3
15568	RP11-567M16.6
15569	RP11-567M16.5
15570	RP11-154H12.2
15571	RP11-154H12.3
15572	RP11-248M19.1
15573	RP11-248M19.2
15574	RBFADN
15575	PARD6G-AS1
15576	AC139100.4
15577	AC139100.3
15578	AC008993.2
15579	LLNLR-222A1.1
15580	AC008993.3
15581	FAM138F
15582	AC092192.1
15583	LINC01002
15584	CTD-3113P16.11
15585	CTD-3113P16.5
15586	LLfos-22E10.1
15587	AC010641.1
15588	MADCAM1-AS1
15589	BSG-AS1
15590	AC004449.6
15591	AC004156.3
15592	AC006273.4
15593	LINC01836
15594	AC005391.2
15595	LLNLR-260G6.1
15596	LLNLR-284B4.2
15597	LLNLR-284B4.1
15598	AC011558.5
15599	CBARP-DT
15600	LLNLR-252D12.1
15601	CIRBP-AS1
15602	AC005330.2
15603	AC004623.3
15604	AC004623.2
15605	LLNLR-307A6.1
15606	AC005329.7
15607	CTB-25B13.5
15608	CTB-25B13.12
15609	CTB-25B13.9
15610	AC005943.6
15611	AC005256.1
15612	CTB-31O20.3
15613	CTB-31O20.4
15614	CTB-31O20.6
15615	CTB-31O20.8
15616	CTB-31O20.2
15617	CTB-31O20.9
15618	CSNK1G2-AS1
15619	AC005306.3
15620	LLNLR-304A6.1
15621	AC004490.1
15622	AC104530.1
15623	LLNLR-269E7.2
15624	LINC01775
15625	CTC-265F19.2
15626	CTC-265F19.3
15627	CTC-265F19.1
15628	AC006538.8
15629	AC006538.9
15630	AC006538.1
15631	AC006130.3
15632	AC006130.5
15633	AC006277.2
15634	AC006277.3
15635	AC005944.2
15636	AC005262.3
15637	AC005262.2
15638	GNA15-DT
15639	AC010649.1
15640	AC007792.1
15641	AC005514.2
15642	AC005786.7
15643	AC005786.5
15644	AC005786.6
15645	CACTIN-AS1
15646	AC004637.1
15647	AC005954.4
15648	AC005954.3
15649	CTD-2622I13.3
15650	AC005578.3
15651	AC007292.7
15652	AC007292.4
15653	AC007292.3
15654	AC007292.6
15655	CTB-50L17.5
15656	CTB-50L17.7
15657	CTB-50L17.8
15658	CTB-50L17.9
15659	CTB-50L17.16
15660	AC005339.2
15661	DPP9-AS1
15662	LLNLR-229A6.1
15663	MIR7-3HG
15664	AC005523.3
15665	AC005523.2
15666	CTC-518P12.6
15667	CTC-482H14.5
15668	LLNLR-304G9.1
15669	AC024592.9
15670	AC104532.3
15671	AC104532.4
15672	RANBP3-DT
15673	CTC-232P5.3
15674	CTB-66B24.1
15675	CTC-503J8.4
15676	CTC-503J8.8
15677	CTB-180A7.3
15678	CTB-180A7.6
15679	CTD-2396E7.11
15680	CTD-2396E7.9
15681	CTD-2396E7.10
15682	CTD-3128G10.7
15683	CTD-3128G10.6
15684	CTC-312O10.3
15685	RP11-1137G4.3
15686	ARHGEF18-AS1
15687	CTD-2207O23.11
15688	CTD-3214H19.6
15689	CTD-3193O13.11
15690	CTD-3193O13.12
15691	CTD-3193O13.13
15692	CTD-3193O13.1
15693	CTD-3193O13.8
15694	CTD-3193O13.16
15695	CTD-3193O13.14
15696	CTD-2325M2.1
15697	CTD-3020H12.4
15698	RAB11B-AS1
15699	RP11-886P16.6
15700	RP11-886P16.10
15701	AC092316.1
15702	AC130469.2
15703	AC093230.2
15704	CTD-2529P6.3
15705	CTD-2529P6.4
15706	CTC-325H20.4
15707	CTC-325H20.8
15708	CTC-325H20.9
15709	CTC-543D15.3
15710	CTC-543D15.9
15711	ZNF426-DT
15712	ZNF561-AS1
15713	CTD-3116E22.8
15714	CTD-3116E22.7
15715	CTD-2623N2.5
15716	PIN1-DT
15717	CTD-2553C6.1
15718	CTD-2240E14.4
15719	CTD-2369P2.5
15720	CTD-2369P2.4
15721	CTD-2369P2.8
15722	AC114271.2
15723	CTC-429L19.3
15724	ILF3-DT
15725	CTC-215O4.4
15726	CTC-510F12.2
15727	CTC-510F12.3
15728	CTC-510F12.7
15729	CTC-510F12.4
15730	CTC-510F12.6
15731	CTD-2342J14.6
15732	CTC-499B15.5
15733	CTC-499B15.6
15734	CTC-499B15.7
15735	CTC-499B15.8
15736	AC020951.1
15737	CTD-2006C1.12
15738	ZNF433-AS1
15739	CTD-3105H18.14
15740	CTD-3105H18.7
15741	CTD-2192J16.21
15742	CTD-2192J16.11
15743	CTD-2192J16.28
15744	CTD-2192J16.26
15745	CTD-2659N19.2
15746	CTD-2659N19.4
15747	CTD-2659N19.9
15748	CTD-2659N19.10
15749	CTD-2265O21.3
15750	CTD-2265O21.7
15751	FARSA-AS1
15752	CTC-425F1.4
15753	CTC-239J10.1
15754	AC007787.2
15755	AC007787.3
15756	AC005546.2
15757	CTC-250I14.3
15758	CTC-250I14.7
15759	CTC-250I14.6
15760	CTB-5E10.3
15761	CTD-3252C9.2
15762	MIR23AHG
15763	CTB-55O6.13
15764	CTB-55O6.4
15765	CTB-55O6.10
15766	ADGRL1-AS1
15767	CTD-2189E23.3
15768	CTD-2189E23.1
15769	CTD-2189E23.2
15770	LINC01841
15771	LINC01842
15772	CTC-548K16.5
15773	CTC-548K16.6
15774	ILVBL-AS1
15775	AC004257.1
15776	LLNLR-246C6.1
15777	AC005785.2
15778	AC005785.5
15779	AC006128.2
15780	AD000091.2
15781	LLNLR-249E10.1
15782	LLNLR-265D5.1
15783	LINC01764
15784	UCA1
15785	LLNLF-158E9.1
15786	LINC00661
15787	AC114273.3
15788	LINC00905
15789	LINC01855
15790	CTD-2231E14.2
15791	CTD-2231E14.5
15792	CTD-2231E14.8
15793	CTD-2562J15.4
15794	CTD-2562J15.8
15795	KLF2-DT
15796	CTD-2013N17.7
15797	CTD-2013N17.6
15798	CTD-2013N17.4
15799	CTD-3222D19.12
15800	CTD-3222D19.11
15801	CTD-3222D19.10
15802	CTD-3222D19.8
15803	CTD-3222D19.5
15804	CTD-3222D19.9
15805	CTD-3222D19.4
15806	CTC-429P9.2
15807	CTC-429P9.1
15808	CTC-429P9.3
15809	CTC-429P9.5
15810	CTD-2538G9.6
15811	CTD-2538G9.5
15812	CTD-2528A14.1
15813	CTD-2528A14.3
15814	CTD-2528A14.5
15815	CTD-3032J10.2
15816	CTD-3032J10.4
15817	CTD-3032J10.3
15818	CTD-2278I10.4
15819	CTD-2278I10.1
15820	BISPR
15821	CTD-2521M24.6
15822	CTD-2521M24.8
15823	CTD-2521M24.11
15824	PGLS-DT
15825	CTD-3131K8.3
15826	CTD-3149D2.3
15827	CTD-3149D2.2
15828	CTD-3149D2.4
15829	AC005796.2
15830	CTB-52I2.7
15831	MAST3-AS1
15832	AC068499.10
15833	CTD-3137H5.1
15834	CTD-3137H5.5
15835	CTD-3137H5.4
15836	AC005387.3
15837	AC005387.2
15838	AC005253.2
15839	AC005253.4
15840	AC005197.2
15841	HOMER3-AS1
15842	AC138430.4
15843	LLNLR-259H9.1
15844	CTB-184G21.3
15845	AC002306.1
15846	CTC-559E9.14
15847	LINC00663
15848	CTC-559E9.15
15849	CTC-559E9.4
15850	CTC-559E9.5
15851	CTC-559E9.8
15852	CTC-260E6.6
15853	CTC-260E6.3
15854	CTC-260E6.4
15855	CTC-513N18.6
15856	CTC-513N18.7
15857	CTD-2332E11.2
15858	CTD-2626G11.2
15859	CTD-2542C24.5
15860	CTD-2542C24.8
15861	CTD-2561J22.5
15862	LINC00664
15863	RP11-678G14.2
15864	RP11-678G14.3
15865	RP11-678G14.4
15866	RP11-420K14.8
15867	AC003973.3
15868	AC003973.4
15869	RP11-157B13.7
15870	RP11-157B13.8
15871	AC011516.1
15872	AC025811.3
15873	CTC-457E21.11
15874	CTC-457E21.1
15875	LINC01233
15876	CTC-457E21.6
15877	LINC01785
15878	CTC-457E21.9
15879	CTD-2579N5.3
15880	LINC01859
15881	LINC01858
15882	CTD-2291D10.3
15883	CTD-2291D10.4
15884	RP11-15H20.7
15885	RP11-15H20.6
15886	CTB-176F20.3
15887	LINC01224
15888	RP11-255H23.4
15889	CTB-92J24.5
15890	CTB-92J24.3
15891	CTB-92J24.2
15892	CTD-2017D11.1
15893	CTD-2017D11.2
15894	CTD-2027I19.3
15895	ERVK-28
15896	CTB-151G24.2
15897	LINC00662
15898	CTC-459F4.1
15899	CTC-459F4.3
15900	CTC-459F4.9
15901	CTC-459F4.5
15902	CTD-2043I16.1
15903	CTB-70G10.1
15904	AC005780.1
15905	AC093074.1
15906	AC005307.1
15907	AC005307.5
15908	AC005307.4
15909	AC005616.1
15910	AC005616.2
15911	AC005394.1
15912	AC079466.1
15913	AC007795.1
15914	LINC00906
15915	AC008991.1
15916	AC011524.2
15917	AC011524.3
15918	LINC01532
15919	CTD-2081K17.3
15920	UQCRFS1-DT
15921	CTB-32O4.3
15922	CTB-32O4.4
15923	CTB-32O4.5
15924	VSTM2B-DT
15925	CTC-525D6.5
15926	CTC-525D6.2
15927	CTC-525D6.3
15928	LLNLF-219B11.1
15929	CTD-2057D4.3
15930	CTC-448F2.7
15931	CTC-448F2.4
15932	CTC-448F2.8
15933	LLNLR-229A12.1
15934	AC005597.1
15935	CTD-2001J20.1
15936	CTC-565M22.1
15937	CTC-400I9.2
15938	LINC01834
15939	CTC-400I9.3
15940	LLNLR-263F3.1
15941	LINC01791
15942	TSHZ3-AS1
15943	CTC-439O9.1
15944	AC008992.1
15945	CTD-2050I18.2
15946	LINC02841
15947	AC011525.2
15948	AC011525.4
15949	LINC01837
15950	LINC01533
15951	LINC01782
15952	AC011518.2
15953	LLNLF-189G12.1
15954	DPY19L3-DT
15955	CTC-379B2.4
15956	NUDT19-DT
15957	CTD-2538C1.3
15958	CTD-2085J24.3
15959	CTD-2540B15.10
15960	CTD-2540B15.13
15961	CTD-2540B15.6
15962	CTD-2540B15.12
15963	CTD-2540B15.11
15964	CTD-2540B15.7
15965	CEBPA-DT
15966	CTD-2540B15.9
15967	CTD-2329C7.2
15968	CTC-526N19.1
15969	AC005792.1
15970	AC010504.2
15971	CTD-2588C8.8
15972	SCGB1B2P
15973	CTD-2553L13.4
15974	CTD-2553L13.5
15975	CTD-2553L13.9
15976	CTD-2553L13.10
15977	LINC01801
15978	CTC-523E23.1
15979	CTC-523E23.5
15980	CTC-523E23.11
15981	LINC00904
15982	LINC01838
15983	ZNF30-AS1
15984	CTC-523E23.3
15985	GRAMD1A-AS1
15986	CTD-2527I21.14
15987	HPN-AS1
15988	CTD-2527I21.15
15989	CTD-2527I21.5
15990	CTD-2527I21.4
15991	AC002128.5
15992	AD000684.2
15993	U62631.5
15994	LINC01531
15995	AC002511.2
15996	AC002511.3
15997	TMEM147-AS1
15998	LLNLF-96A1.1
15999	LINC01766
16000	HAUS5-DT
16001	UPK1A-AS1
16002	AC002398.11
16003	AC002398.12
16004	AC002398.13
16005	AD000864.6
16006	AF038458.3
16007	AF038458.5
16008	AC002116.8
16009	AC002116.7
16010	LLNLR-276H7.1
16011	AD001527.4
16012	AD001527.7
16013	LINC00665
16014	CTD-3162L10.1
16015	CTD-3162L10.3
16016	CTD-3162L10.4
16017	ZNF566-AS1
16018	AC092295.4
16019	ZNF529-AS1
16020	CTD-3234P18.6
16021	LINC01534
16022	CTD-2162K18.4
16023	CTD-2162K18.3
16024	ZNF790-AS1
16025	CTD-2293H3.2
16026	CTD-2293H3.1
16027	CTC-454I21.4
16028	CTD-3220F14.1
16029	LINC01535
16030	CTD-3220F14.4
16031	CTD-3220F14.3
16032	CTD-3220F14.2
16033	CTD-2086O20.1
16034	ZNF793-AS1
16035	CTD-3064H18.2
16036	CTD-3064H18.4
16037	ZNF571-AS1
16038	CTD-2528L19.6
16039	CTD-2528L19.7
16040	CTC-244M17.1
16041	CTC-450M9.1
16042	CTB-102L5.7
16043	CTB-102L5.8
16044	CTB-102L5.9
16045	AC005625.1
16046	AC005789.9
16047	AC067969.1
16048	AC067969.2
16049	MAP4K1-AS1
16050	CTB-186G2.4
16051	CTD-2540F13.2
16052	AC104534.2
16053	AC008982.2
16054	CTC-360G5.6
16055	ERVK9-11
16056	CTB-189B5.4
16057	CTB-189B5.3
16058	CTC-218B8.3
16059	CTC-246B18.10
16060	CTB-60E11.9
16061	AC093063.3
16062	LLNLR-268E12.1
16063	AC005614.5
16064	AC005614.3
16065	CTC-425O23.2
